cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
'f','s','y','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','y','w','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','s','g'
'x','f','w','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','k','a','g'
'b','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','s','y','t','l','f','w','n','w','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','f','n','t','n','f','c','b','p','t','b','s','s','g','p','p','w','o','p','n','y','d'
'b','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','s','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'f','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','y','g'
'x','f','w','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','n','s','g'
'x','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','v','g'
'x','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','f','w','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','s','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','y','w','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','s','y','t','a','f','w','n','w','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','y','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','f','w','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'f','s','w','t','l','f','w','n','w','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','y','y','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'f','f','y','t','a','f','w','n','w','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','g'
'b','y','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','y','n','t','l','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','s','p'
'b','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','s','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','y','n','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','v','u'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','g'
'b','y','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','v','u'
'b','s','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','m'
'b','y','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','f','n','t','n','f','c','b','p','t','b','s','s','p','w','p','w','o','p','k','y','d'
'x','y','n','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','y','g'
'b','s','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','f','g','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','y','g'
'x','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','g'
'b','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','s','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','m'
'f','f','y','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','f','n','f','n','f','w','b','n','t','e','s','f','w','w','p','w','o','e','n','a','g'
'x','f','y','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','s','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','m'
'f','s','g','f','n','f','w','b','n','t','e','s','f','w','w','p','w','o','e','k','s','g'
'x','f','n','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','n','y','u'
'f','s','g','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g'
'f','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','s','p'
'b','y','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','g'
'b','s','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','y','y','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','s','p'
's','f','g','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','n','v','u'
'f','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','y','n','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','s','u'
'x','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','y','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','f','n','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','n','s','g'
'x','f','n','f','n','f','w','b','p','t','e','f','f','w','w','p','w','o','e','k','a','g'
'f','s','n','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','k','a','g'
'f','y','n','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','g'
'f','f','n','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','f','y','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','u','v','d'
'b','y','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','f','g','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','k','s','g'
'x','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','s','g'
'f','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','y','g'
'x','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
's','f','n','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','y','u'
'x','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','s','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','g'
's','f','n','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','y','u'
'b','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','y','y','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','g'
'b','y','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','y','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','s','u'
'x','s','w','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','n','s','g'
'x','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','f','n','t','n','f','c','b','n','t','b','s','s','g','w','p','w','o','p','n','y','d'
'x','s','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','n','s','u'
'x','y','n','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','y','p'
'x','s','n','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','k','a','g'
'b','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','m'
'b','s','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','s','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','m'
'b','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','f','g','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','v','u'
'f','y','n','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','s','g'
'x','f','g','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g'
'x','s','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','y','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','f','g','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','s','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','s','u'
'b','y','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','g'
'b','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','y','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','v','u'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','s','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','n','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','s','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','s','n','f','n','f','w','b','n','t','e','f','f','w','w','p','w','o','e','k','s','g'
'x','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','y','y','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','y','g'
'x','y','n','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','v','g'
'b','y','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','f','w','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','s','u'
'x','y','y','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','g'
'f','f','g','f','n','f','w','b','h','t','e','f','f','w','w','p','w','o','e','n','a','g'
'x','y','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'b','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','y','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','s','u'
'f','y','n','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','s','g'
'x','s','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','s','w','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'f','y','n','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','y','p'
'b','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','s','w','f','n','f','w','b','p','t','e','f','f','w','w','p','w','o','e','k','a','g'
'f','f','g','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','y','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','y','y','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','y','g'
'b','s','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','g'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','g'
'f','s','w','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','s','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','f','y','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','y','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'b','y','y','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','y','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','y','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','y','p'
'x','y','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','y','n','t','l','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','s','g'
'x','s','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','n','g'
'f','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','s','g'
'b','s','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','f','n','t','n','f','c','b','n','t','b','s','s','g','p','p','w','o','p','n','y','d'
'x','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'b','s','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'b','s','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','f','y','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','s','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','s','g','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','a','g'
'b','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','g'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
'f','y','y','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','y','p'
'f','y','n','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'f','y','y','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','s','g'
'b','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','f','n','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','v','u'
'f','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','g'
'x','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'b','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'f','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'f','f','w','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d'
's','f','g','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','y','u'
'f','s','y','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'f','f','g','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','y','u'
'x','f','n','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','y','u'
'b','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','s','w','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'b','y','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','g'
'f','s','w','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','u','v','d'
'f','f','g','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','k','y','u'
'f','s','w','t','a','f','w','n','w','t','b','s','s','w','w','p','w','o','p','n','v','d'
'f','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','y','g'
'x','y','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
's','f','n','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','y','u'
'x','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','s','p'
'x','y','n','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','s','p'
'f','f','y','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d'
'f','s','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','s','g'
'x','s','n','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','v','u'
'f','y','n','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','s','g'
'b','s','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','m'
'f','f','w','f','n','f','w','b','h','t','e','f','s','w','w','p','w','o','e','n','a','g'
'f','y','n','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','s','g'
'x','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','s','g'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','n','g'
'b','y','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','s','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','m'
'b','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','s','n','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','v','g'
'x','s','g','f','n','f','w','b','p','t','e','s','s','w','w','p','w','o','e','n','s','g'
'f','s','n','f','n','f','w','b','p','t','e','f','s','w','w','p','w','o','e','n','a','g'
'x','f','w','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'f','f','g','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','v','u'
'f','f','n','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','y','u'
'b','y','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','f','w','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d'
's','f','g','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','f','n','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','f','w','f','n','f','w','b','h','t','e','f','s','w','w','p','w','o','e','n','a','g'
'x','y','n','t','l','f','c','b','n','e','r','s','y','w','w','p','w','o','p','k','y','p'
'b','s','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','n','g'
'x','s','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'b','s','w','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'f','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','s','n','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','s','u'
'f','f','g','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','y','u'
'b','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','g'
'f','y','n','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','s','p'
'x','s','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','f','n','f','n','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','y','u'
'f','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','y','n','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','y','p'
'x','s','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','s','g'
'f','y','n','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','y','p'
'f','s','n','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','s','g'
'x','f','w','f','n','f','w','b','k','t','e','f','s','w','w','p','w','o','e','k','s','g'
'b','y','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','m'
's','f','n','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','m'
'f','s','w','t','a','f','w','n','p','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','y','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','s','m'
'f','f','g','f','n','f','w','b','p','t','e','s','f','w','w','p','w','o','e','k','s','g'
'x','y','w','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','s','g'
'x','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','s','g'
'f','f','n','f','n','f','w','b','n','t','e','s','s','w','w','p','w','o','e','k','a','g'
'x','s','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','s','m'
'b','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','m'
'f','f','g','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','f','y','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'f','f','n','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','y','u'
'x','f','g','f','n','f','w','b','h','t','e','f','s','w','w','p','w','o','e','n','s','g'
'x','y','y','t','l','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','s','p'
'f','s','w','t','l','f','w','n','p','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','s','y','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','s','g'
'f','y','y','t','a','f','c','b','p','e','r','s','y','w','w','p','w','o','p','k','y','p'
'x','y','n','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','f','w','t','l','f','w','n','w','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'b','s','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','s','y','t','a','f','w','n','w','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','s','y','t','a','f','w','n','n','t','b','s','s','w','w','p','w','o','p','u','v','d'
'x','f','w','f','n','f','w','b','n','t','e','f','s','w','w','p','w','o','e','k','s','g'
'b','s','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','y','w','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','k','v','g'
'x','y','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','g'
'f','s','g','f','n','f','w','b','k','t','e','s','f','w','w','p','w','o','e','k','s','g'
'x','s','n','t','p','f','c','n','n','e','e','s','s','w','w','p','w','o','p','n','s','g'
'b','y','w','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','m'
'f','f','y','t','l','f','w','n','n','t','b','s','s','w','w','p','w','o','p','n','v','d'
'x','s','y','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','g'
'b','y','w','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','n','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','y','g'
'x','s','y','t','l','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','f','n','f','n','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','v','u'
'x','s','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','n','s','g'
'x','y','y','t','l','f','c','b','w','e','r','s','y','w','w','p','w','o','p','n','y','g'
'x','s','n','t','p','f','c','n','w','e','e','s','s','w','w','p','w','o','p','n','s','g'
'x','s','w','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','n','n','m'
'x','s','y','t','a','f','c','b','w','e','c','s','s','w','w','p','w','o','p','n','s','m'
'x','y','w','t','l','f','c','b','k','e','c','s','s','w','w','p','w','o','p','k','n','g'
'x','y','y','t','a','f','c','b','n','e','r','s','y','w','w','p','w','o','p','n','y','g'
'f','y','y','t','a','f','c','b','w','e','r','s','y','w','w','p','w','o','p','k','s','g'
'x','y','w','t','a','f','c','b','k','e','c','s','s','w','w','p','w','o','p','n','s','m'
's','f','g','f','n','f','c','n','g','e','e','s','s','w','w','p','w','o','p','k','v','u'
'f','f','n','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','y','u'
's','f','g','f','n','f','c','n','n','e','e','s','s','w','w','p','w','o','p','k','v','u'
'x','y','w','t','a','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','w','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','k','s','u'
'x','s','g','f','n','f','w','b','h','t','e','s','f','w','w','p','w','o','e','k','s','g'
'x','y','y','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','g'
'x','y','w','t','p','f','c','n','k','e','e','s','s','w','w','p','w','o','p','n','s','g'
'x','s','y','t','a','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','n','m'
'x','s','n','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','k','v','u'
'b','s','y','t','l','f','c','b','n','e','c','s','s','w','w','p','w','o','p','k','n','m'
'b','y','w','t','l','f','c','b','g','e','c','s','s','w','w','p','w','o','p','k','s','m'
'x','y','w','t','p','f','c','n','p','e','e','s','s','w','w','p','w','o','p','n','s','g'
